ORG_INFO_COMPANY_CODE,YOUR_EEID,COUNTRY_NAME,IND_NAME,POS_CODE,YOUR_CODE,YOUR_TITLE,YOUR_GRADE,EMP_ROLE,SUP_ID,ORG_CODE,EMP_TYPE,EMP_CLASS,TIME_W,BASE_SALARY,CURR_CODE,NUM_MONTHS,STIELIG,BONTGT
Company A,42769461,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120025021,GOM,Regular,US - Exempt,100%,151000,USD,12,Y,15100
Company A,20038439,United States,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M29,Internal,840945,PNT,Regular,US - Exempt,80%,150168,USD,12,Y,18771
Company A,40742743,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,120291243,CME,Regular,US - Exempt,100%,150000,USD,12,Y,15000
Company A,120049421,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,15635377,GOM,Regular,US - Exempt,100%,150000,USD,12,Y,15000
Company A,20055301,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,732597,CMP,Regular,US - Exempt,100%,149509,USD,12,Y,14951
Company A,120286763,United States,Networking,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120063031,EDG,Regular,US - Exempt,100%,149289,USD,12,Y,14929
Company A,293045,United States,Professional Services/Outsourcing Solutions,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,232499,GRLK,Regular,US - Exempt,100%,149238,USD,12,Y,14924
Company A,946827,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,20032717,CMPT,Regular,US - Exempt,100%,148822,USD,12,Y,14882
Company A,20031579,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,120133819,CMPT,Regular,US - Exempt,100%,148268,USD,12,Y,14827
Company A,736815,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40217001,GBO,Regular,US - Exempt,100%,147433,USD,12,Y,14743
Company A,70021383,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40464985,GOM,Regular,US - Exempt,100%,147384,USD,12,Y,14738
Company A,43438791,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,986881,LEGO,Regular,US - Exempt,100%,146890,USD,12,Y,14689
Company A,661705,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,1053075,GOM,Regular,US - Exempt,100%,146622,USD,12,Y,14662
Company A,120269559,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40244777,CMPT,Regular,US - Exempt,100%,146560,USD,12,Y,14656
Company A,15435055,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,15447461,GLMC,Regular,US - Exempt,100%,146539,USD,12,Y,14654
Company A,43506253,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,986881,LEGO,Regular,US - Exempt,100%,146498,USD,12,Y,14650
Company A,43780853,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,120293175,CMP,Regular,US - Exempt,100%,146370,USD,12,Y,14637
Company A,120295623,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,1303611,GBO,Regular,US - Exempt,100%,146289,USD,12,Y,14629
Company A,18084059,United States,Software/SaaS,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,43093375,SWBO,Regular,US - Exempt,100%,146237,USD,12,Y,14624
Company A,43814359,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,619193,LEGO,Regular,US - Exempt,100%,146216,USD,12,Y,14622
Company A,70008599,United States,Networking,ACBP5,00B06J,Business Planning Manager III,M29,Internal,70006367,EDG,Regular,US - Exempt,100%,145650,USD,12,Y,14565
Company A,663935,United States,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M29,Internal,162292613,GRLK,Regular,US - Exempt,100%,145500,USD,12,Y,14550
Company A,43098159,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,485387,GLMC,Regular,US - Exempt,100%,145438,USD,12,Y,14544
Company A,15453129,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,15447461,GLMC,Regular,US - Exempt,100%,145299,USD,12,Y,14530
Company A,991095,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,729055,GBO,Regular,US - Exempt,100%,145264,USD,12,Y,14526
Company A,20304201,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40147253,GOM,Regular,US - Exempt,100%,144181,USD,12,Y,14418
Company A,70021623,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,990845,GLMC,Regular,US - Exempt,100%,144098,USD,12,Y,14410
Company A,1304307,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,1098755,GOM,Regular,US - Exempt,100%,144054,USD,12,Y,14405
Company A,16270765,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,20047279,CMPT,Regular,US - Exempt,100%,143857,USD,12,Y,14386
Company A,120262933,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,3400511,GBO,Regular,US - Exempt,100%,143824,USD,12,Y,14382
Company A,120293353,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,15607467,STOR,Regular,US - Exempt,100%,143100,USD,12,Y,14310
Company A,58429,United States,Professional Services/Outsourcing Solutions,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,232499,GRLK,Regular,US - Exempt,100%,142719,USD,12,Y,14272
Company A,717395,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,1088067,GBO,Regular,US - Exempt,100%,142590,USD,12,Y,14259
Company A,482873,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,619193,LEGO,Regular,US - Exempt,100%,142305,USD,12,Y,14231
Company A,20058041,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,15447461,GLMC,Regular,US - Exempt,100%,142055,USD,12,Y,14206
Company A,43254027,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,1088067,GBO,Regular,US - Exempt,100%,141911,USD,12,Y,14191
Company A,20048763,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,20049995,FIN,Regular,US - Exempt,100%,141137,USD,12,Y,14114
Company A,20006851,United States,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M29,Internal,162292613,GRLK,Regular,US - Exempt,100%,140951,USD,12,Y,14095
Company A,20376311,United States,Professional Services/Outsourcing Solutions,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,120293623,GRLK,Regular,US - Exempt,100%,140709,USD,12,Y,14071
Company A,20020727,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,120305491,GBO,Regular,US - Exempt,100%,140435,USD,12,Y,14044
Company A,120295267,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120047205,OTHS,Regular,US - Exempt,100%,140400,USD,12,Y,14040
Company A,120274241,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,40244777,CMPT,Regular,US - Exempt,100%,140330,USD,12,Y,14033
Company A,120071977,United States,Networking,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,43994507,EDG,Regular,US - Exempt,100%,140000,USD,12,Y,14000
Company A,40085529,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,16214777,GOM,Regular,US - Exempt,100%,139810,USD,12,Y,13981
Company A,1028779,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,15465395,GOM,Regular,US - Exempt,100%,139748,USD,12,Y,13975
Company A,43637249,United States,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M29,Internal,840945,PNT,Regular,US - Exempt,100%,139592,USD,12,Y,13959
Company A,40288715,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120304119,GIT,Regular,US - Exempt,100%,139402,USD,12,Y,13940
Company A,40021933,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,40768509,CMPT,Regular,US - Exempt,100%,139393,USD,12,Y,13939
Company A,1051179,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40464985,GOM,Regular,US - Exempt,100%,139030,USD,12,Y,13903
Company A,20001773,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,20027043,CMPT,Regular,US - Exempt,100%,138783,USD,12,Y,13878
Company A,1102491,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,20668533,GOM,Regular,US - Exempt,100%,137505,USD,12,Y,13751
Company A,15477485,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,1299955,FSGL,Regular,US - Exempt,100%,137214,USD,12,Y,34304
Company A,436539,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,20049051,GOM,Regular,US - Exempt,100%,137130,USD,12,Y,13713
Company A,120283585,United States,Networking,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,120283707,EDG,Regular,US - Exempt,100%,137025,USD,12,Y,13703
Company A,40609713,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,20026631,GOM,Regular,US - Exempt,100%,136974,USD,12,Y,13697
Company A,40775367,Austria,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M11,Internal,990845,GOM,Regular,,100%,136823,EUR,14,Y,13682
Company A,20040929,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120111869,CMPT,Regular,US - Exempt,100%,136632,USD,12,Y,13663
Company A,120280777,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,40768509,CMPT,Regular,US - Exempt,100%,136630,USD,12,Y,13663
Company A,986559,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,570775,GOM,Regular,US - Exempt,100%,136372,USD,12,Y,13637
Company A,120154091,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,925231,GOM,Regular,US - Exempt,100%,135032,USD,12,Y,13503
Company A,20034553,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,1053075,GOM,Regular,US - Exempt,100%,134964,USD,12,Y,13496
Company A,20060467,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,70022313,GLMC,Regular,US - Exempt,100%,134900,USD,12,Y,13490
Company A,1011947,Puerto Rico,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M27,Internal,40147539,GBO,Regular,,100%,134621,USD,12,Y,13462
Company A,712419,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,925231,GOM,Regular,US - Exempt,100%,134425,USD,12,Y,13443
Company A,1090415,United States,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M29,Internal,15448303,PNT,Regular,US - Exempt,100%,134000,USD,12,Y,13400
Company A,120296173,United States,Networking,ACBP5,00B06J,Business Planning Manager III,M29,Internal,70006367,EDG,Regular,US - Exempt,100%,133250,USD,12,Y,13325
Company A,40149773,Canada,Networking,ACBP5,00B06J,Business Planning Manager III,M17,Internal,120063031,EDG,Regular,,100%,132614,CAD,12,Y,13261
Company A,1168965,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40328275,GOM,Regular,US - Exempt,100%,132087,USD,12,Y,13209
Company A,40639709,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,20056755,GBO,Regular,US - Exempt,100%,131859,USD,12,Y,13186
Company A,20050877,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,43458713,GBO,Regular,US - Exempt,100%,131613,USD,12,Y,13161
Company A,40697583,Australia,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,896921,GOM,Regular,,100%,131313,AUD,12,Y,14379
Company A,43469787,United States,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M29,Internal,840945,PNT,Regular,US - Exempt,100%,130886,USD,12,Y,13089
Company A,2800515,Australia,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,896921,GOM,Regular,,100%,130626,AUD,12,Y,14304
Company A,43332679,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,15635377,GOM,Regular,US - Exempt,100%,130624,USD,12,Y,13062
Company A,40447221,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40464985,GOM,Regular,US - Exempt,100%,130400,USD,12,Y,13040
Company A,120102991,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,120111869,CMPT,Regular,US - Exempt,100%,130026,USD,12,Y,13003
Company A,20031809,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,923781,GOM,Regular,US - Exempt,100%,129078,USD,12,Y,12908
Company A,1299853,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,16214777,GOM,Regular,US - Exempt,100%,129064,USD,12,Y,12906
Company A,162080495,United States,Professional Services/Outsourcing Solutions,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,737761,PNT,Regular,US - Exempt,100%,128584,USD,12,Y,12858
Company A,20053927,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,923781,GOM,Regular,US - Exempt,100%,128339,USD,12,Y,12834
Company A,20036205,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,20051667,CMPT,Regular,US - Exempt,100%,128184,USD,12,Y,12818
Company A,120171865,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,569369,GOM,Regular,US - Exempt,100%,128128,USD,12,Y,12813
Company A,282775,France,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,15460947,GOM,Regular,France - Cadre,100%,127946,EUR,12,Y,12795
Company A,120171057,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120156189,FIN,Regular,US - Exempt,100%,127841,USD,12,Y,12784
Company A,40658091,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120304119,GIT,Regular,US - Exempt,100%,127281,USD,12,Y,12728
Company A,120308789,Canada,Networking,ACBP5,00B06J,Business Planning Manager III,M17,Internal,120063031,EDG,Regular,,100%,127000,CAD,12,Y,12700
Company A,120262171,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,120096149,GOM,Regular,US - Exempt,100%,126568,USD,12,Y,12657
Company A,20563919,Germany,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,14000101,GOM,Regular,,100%,126093,EUR,13.22,Y,12609
Company A,1143007,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,42687473,GOM,Regular,US - Exempt,100%,125174,USD,12,Y,12517
Company A,40482095,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,40464985,GOM,Regular,US - Exempt,100%,125019,USD,12,Y,12502
Company A,120294077,United Kingdom,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,120291243,CME,Regular,,100%,125000,GBP,12,Y,12500
Company A,308305,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,648433,GOM,Regular,US - Exempt,100%,124726,USD,12,Y,12473
Company A,4000559,Canada,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,1600501,GBO,Regular,,100%,124284,CAD,12,Y,12428
Company A,20049685,United States,Professional Services/Outsourcing Solutions,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,737761,PNT,Regular,US - Exempt,100%,122835,USD,12,Y,12284
Company A,20043987,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,648433,GOM,Regular,US - Exempt,100%,121397,USD,12,Y,12140
Company A,43881501,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,16209303,GOM,Regular,,100%,120360,GBP,12,Y,12036
Company A,286599,Italy,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M15,Internal,889563,GOM,Regular,Italy - Quadri,100%,120357,EUR,14,Y,12036
Company A,120306333,United States,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M29,Internal,734231,STOR,Regular,US - Exempt,100%,120000,USD,12,Y,12000
Company A,979731,Puerto Rico,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M27,Internal,40706223,GBO,Regular,,100%,119101,USD,12,Y,11910
Company A,13002155,Germany,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,40464985,GOM,Regular,,100%,118956,EUR,13.22,Y,11896
Company A,40791657,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,1053075,GOM,Regular,US - Exempt,100%,118811,USD,12,Y,11881
Company A,120082731,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,420481,GOM,Regular,US - Exempt,100%,118535,USD,12,Y,11854
Company A,16253747,Canada,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,40181801,GOM,Regular,,100%,115805,CAD,12,Y,11581
Company A,382843,Canada,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M17,Internal,218449,GRLK,Regular,,100%,114170,CAD,12,Y,11417
Company A,43807015,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,43458713,GBO,Regular,US - Exempt,100%,113150,USD,12,Y,11315
Company A,463763,United Kingdom,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,893515,GOM,Regular,,100%,112953,GBP,12,Y,11295
Company A,382205,France,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,42696961,CMP,Regular,France - Cadre,100%,112494,EUR,12,Y,11249
Company A,20021615,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,43957883,GBO,Regular,US - Exempt,100%,112308,USD,12,Y,11231
Company A,373819,Puerto Rico,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M27,Internal,20399029,GBO,Regular,,100%,112000,USD,12,Y,11200
Company A,43242853,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,42687473,GOM,Regular,US - Exempt,100%,110258,USD,12,Y,11026
Company A,40304323,United Kingdom,Software/SaaS,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,70028771,SWBO,Regular,,100%,110000,GBP,12,Y,11000
Company A,245653,Germany,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,43380077,GOM,Regular,,100%,106724,EUR,13.22,Y,10672
Company A,386441,Canada,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,120035657,GBO,Regular,,100%,105859,CAD,12,Y,10586
Company A,9402589,Canada,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,120277779,GOM,Regular,,100%,104348,CAD,12,Y,10435
Company A,16286527,Canada,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,1600761,GBO,Regular,,100%,104339,CAD,12,Y,10434
Company A,869013,France,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,40779759,CME,Regular,France - Cadre,100%,102903,EUR,12,Y,10290
Company A,160277735,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,889229,GOM,Regular,,100%,102449,GBP,12,Y,10245
Company A,251049,Germany,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,120266131,CME,Regular,,100%,102141,EUR,13.22,Y,10214
Company A,205817,Germany,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,1295597,GOM,Regular,,100%,100798,EUR,13.22,Y,10080
Company A,1167329,Ireland,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,1299955,FSGL,Regular,,100%,99809,EUR,12,Y,24952
Company A,236281,Germany,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,14000101,GOM,Regular,,100%,98331,EUR,13.22,Y,9833
Company A,40282551,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,120261847,GOM,Regular,,100%,97060,GBP,12,Y,9706
Company A,503831,France,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,1098755,GOM,Regular,France - Cadre,100%,96756,EUR,12,Y,9676
Company A,230607,Germany,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,16212745,GOM,Regular,,100%,96037,EUR,13.22,Y,9604
Company A,817269,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,43527067,CMP,Regular,,100%,94629,GBP,12,Y,9463
Company A,70027713,United Kingdom,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,711463,STOR,Regular,,100%,94346,GBP,12,Y,9435
Company A,238865,Germany,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,43948431,GBO,Regular,,100%,94336,EUR,13.22,Y,9434
Company A,43426655,Spain,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M15,Internal,120085079,FIN,Regular,,100%,93948,EUR,12,Y,9395
Company A,120277067,Ireland,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,1299955,FSGL,Regular,,100%,93677,EUR,12,Y,23419
Company A,231175,Germany,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,20660329,GOM,Regular,,100%,93279,EUR,13.22,Y,9328
Company A,120095969,Puerto Rico,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M27,Internal,120305637,GBO,Regular,,100%,93130,USD,12,Y,9313
Company A,884661,France,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,43207833,GOM,Regular,France - Cadre,100%,92296,EUR,12,Y,9230
Company A,16267911,United Kingdom,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,40706223,GBO,Regular,,100%,92241,GBP,12,Y,9224
Company A,40142677,Ireland,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,915559,FSGL,Regular,,100%,91848,EUR,12,Y,22962
Company A,228919,Germany,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M13,Internal,9435463,PNT,Regular,,100%,91708,EUR,13.22,Y,9171
Company A,15461023,France,Networking,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,160251909,EDG,Regular,France - Cadre,100%,91088,EUR,12,Y,9109
Company A,40489839,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,15657419,GOM,Regular,,100%,90294,GBP,12,Y,9029
Company A,120091173,Puerto Rico,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M27,Internal,40147539,GBO,Regular,,100%,89727,USD,12,Y,8973
Company A,975927,Ireland,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,20054037,FSGL,Regular,,100%,89260,EUR,12,Y,22315
Company A,40279731,France,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,1055677,GOM,Regular,France - Cadre,100%,89040,EUR,12,Y,8904
Company A,883433,Netherlands,Professional Services/Outsourcing Solutions,ACBP5,00B07J,Business Strategy Manager III,M12,Internal,120259473,PNT,Regular,,100%,88454,EUR,12.96,Y,8845
Company A,40420009,Ireland,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,20054037,FSGL,Regular,,100%,87957,EUR,12,Y,21989
Company A,287811,Italy,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M14,Internal,120266131,CME,Regular,Italy - Dirigenti,100%,86258,EUR,14,Y,8626
Company A,43119243,France,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,940941,GOM,Regular,France - Cadre,100%,86108,EUR,12,Y,8611
Company A,824721,France,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,940941,GOM,Regular,France - Cadre,100%,85292,EUR,12,Y,8529
Company A,3404505,United Kingdom,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,120157663,GBO,Regular,,100%,83289,GBP,12,Y,8329
Company A,1002785,France,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M13,Internal,120291243,CME,Regular,France - Cadre,100%,82750,EUR,12,Y,8275
Company A,120285103,United Kingdom,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,120293175,CMP,Regular,,80%,81856.8,GBP,12,Y,10232
Company A,811283,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,120300365,GBO,Regular,,100%,81731,GBP,12,Y,8173
Company A,3401371,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,120300569,GBO,Regular,,100%,80659,GBP,12,Y,8066
Company A,40617245,United Kingdom,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,40379817,GOM,Regular,,100%,77725,GBP,12,Y,7773
Company A,40753649,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,945279,GOM,Regular,,100%,76696,GBP,12,Y,7670
Company A,40113069,France,Computer/Hardware Systems,ACBP5,00B07J,Business Strategy Manager III,M13,Internal,16212745,GOM,Regular,France - Cadre,80%,75562.886,EUR,12,Y,9443
Company A,120295601,United States,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M29,Internal,15637345,GOM,Regular,US - Exempt,50%,75375,USD,12,Y,15075
Company A,287703,Italy,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M14,Internal,16214777,GOM,Regular,Italy - Quadri,100%,74370,EUR,14,Y,7437
Company A,43095793,United Kingdom,Professional Services/Outsourcing Solutions,ACBP5,00B06J,Business Planning Manager III,M17,Internal,581967,GRLK,Regular,,100%,72436,GBP,12,Y,7244
Company A,3404731,United Kingdom,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M17,Internal,1053075,GOM,Regular,,100%,71826,GBP,12,Y,7183
Company A,40089587,United Kingdom,Professional Services/Outsourcing Solutions,ACBP5,00B07J,Business Strategy Manager III,M17,Internal,15649295,GRLK,Regular,,100%,71689,GBP,12,Y,7169
Company A,286047,Italy,Computer/Hardware Systems,ACBP5,00B06J,Business Planning Manager III,M14,Internal,374655,GOM,Regular,Italy - Quadri,100%,70989,EUR,14,Y,7099
