SURVEY_TITLE,MAJOR_FUNCTION,FUNCTION,SUB_FUNCTION,CODE,CAREER_STREAM,CAREER_LEVEL_TITLE,LEVEL_CODE,FAMILY_TITLE,SUB-FAMILY_TITLE,UNIVERSAL_NAVIGATION_GROUP_TITLE,SPECIALIZATION_CODE,SPECIALIZATION_TITLE,INDUSTRY,FUNCTION,DEPARTMENT,CAREER_STREAM_LEVEL,LIBRARY_JOB_CODE,LIBRARY_JOB_TITLE,DUMMY_ID
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Professional,Developing,P2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.011,Sales Enablement,Cross Industry,Sales,Sales Administration & Support,P20,SMP.11.011.P20,Sales Enablement - Experienced Professional (P2),8692
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Professional,Entry,P1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.011,Sales Enablement,Cross Industry,Sales,Sales Administration & Support,P10,SMP.11.011.P10,Sales Enablement - Entry Professional (P1),8693
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Support,Unknown,SX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,,,,8694
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Support,Specialist,S5,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,,,,8695
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Support,Advanced,S4,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S40,SMP.11.001.S40,General Sales Operations/Administration - Specialist Para-Professional (S4),8696
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Support,Skilled,S3,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S30,SMP.11.001.S30,General Sales Operations/Administration - Senior Para-Professional (S3),8697
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Support,Proficient,S2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S20,SMP.11.001.S20,General Sales Operations/Administration - Experienced Para-Professional (S2),8698
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Support,Associate,S1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S10,SMP.11.001.S10,General Sales Operations/Administration - Entry Para-Professional (S1),8699
2021 Comptryx,Sales & Marketing,Sales Support,Sales Enablement Specialist,SUF,Unknown,Unknown,XX,,,,,,,,,,,,8700
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Executive,Unknown,EX,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,Sub-Function Head,CSV.03.005.Sub-Function Head,Customer Success Management - Sub-Function Head,8701
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1",Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,Sub-Function Head,CSV.03.005.Sub-Function Head,Customer Success Management - Sub-Function Head,8702
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Management,Senior Director,M6,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,Sub-Function Head,CSV.03.005.Sub-Function Head,Customer Success Management - Sub-Function Head,8703
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Management,Unknown,MX,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,,,,8704
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Management,Director,M5,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,M50,CSV.03.005.M50,Customer Success Management - Senior Manager II (M5),8705
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Management,Senior Manager,M4,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,M40,CSV.03.005.M40,Customer Success Management - Senior Manager (M4),8706
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Management,Manager,M3,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,M30,CSV.03.005.M30,Customer Success Management - Manager (M3),8707
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Management,Senior Supervisor,M2,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,M20,CSV.03.005.M20,Customer Success Management - Team Leader (Professionals) (M2),8708
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Management,Supervisor,M1,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,M10,CSV.03.005.M10,Customer Success Management - Team Leader (Para-Professionals) (M1),8709
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Unknown,PX,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,,,,8710
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Fellow,P8,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,,,,8711
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Strategist,P7,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,,,,8712
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Advisory,P6,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,P50,CSV.03.005.P50,Customer Success Management - Expert Professional (P5),8713
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Expert,P5,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,P50,CSV.03.005.P50,Customer Success Management - Expert Professional (P5),8714
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Mastery,P4,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,P40,CSV.03.005.P40,Customer Success Management - Specialist Professional (P4),8715
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Proficiency,P3,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,P30,CSV.03.005.P30,Customer Success Management - Senior Professional (P3),8716
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Developing,P2,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,P20,CSV.03.005.P20,Customer Success Management - Experienced Professional (P2),8717
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Professional,Entry,P1,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,P10,CSV.03.005.P10,Customer Success Management - Entry Professional (P1),8718
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Support,Unknown,SX,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,,,,8719
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Support,Specialist,S5,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,,,,8720
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Support,Advanced,S4,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,S40,CSV.03.005.S40,Customer Success Management - Specialist Para-Professional (S4),8721
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Support,Skilled,S3,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,S30,CSV.03.005.S30,Customer Success Management - Senior Para-Professional (S3),8722
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Support,Proficient,S2,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,S20,CSV.03.005.S20,Customer Success Management - Experienced Para-Professional (S2),8723
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Support,Associate,S1,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,S10,CSV.03.005.S10,Customer Success Management - Entry Para-Professional (S1),8724
2021 Comptryx,Sales & Marketing,Sales Support,Customer Success Management,SUH,Unknown,Unknown,XX,Customer Service & Contact Center Operations,"Customer Relationship Management, Issue Resolution & Account Activation",Customer Relationship Management & Issue Resolution,CSV.03.005,Customer Success Management,Cross Industry,Customer Service,Customer Relationship,,,,8725
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Executive,Unknown,EX,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8726
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1",Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8727
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Management,Unknown,MX,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8728
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Management,Senior Director,M6,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8729
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Management,Director,M5,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,M50,CCA.04.012.M50,Grants Administration - Senior Manager II (M5),8730
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Management,Senior Manager,M4,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,M40,CCA.04.012.M40,Grants Administration - Senior Manager (M4),8731
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Management,Manager,M3,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,M30,CCA.04.012.M30,Grants Administration - Manager (M3),8732
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Management,Senior Supervisor,M2,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,M20,CCA.04.012.M20,Grants Administration - Team Leader (Professionals) (M2),8733
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Management,Supervisor,M1,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8734
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Unknown,PX,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8735
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Fellow,P8,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8736
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Strategist,P7,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,,,,8737
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Advisory,P6,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,P50,CCA.04.012.P50,Grants Administration - Expert Professional (P5),8738
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Expert,P5,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,P50,CCA.04.012.P50,Grants Administration - Expert Professional (P5),8739
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Mastery,P4,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,P40,CCA.04.012.P40,Grants Administration - Specialist Professional (P4),8740
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Proficiency,P3,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,P30,CCA.04.012.P30,Grants Administration - Senior Professional (P3),8741
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Developing,P2,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,P20,CCA.04.012.P20,Grants Administration - Experienced Professional (P2),8742
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Professional,Entry,P1,Communications & Corporate Affairs,Corporate Affairs,,CCA.04.012,Grants Administration,Cross Industry,Communications & Corporate Affairs,External Relations,P10,CCA.04.012.P10,Grants Administration - Entry Professional (P1),8743
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Support,Unknown,SX,Communications & Corporate Affairs,Communications & Corporate Affairs Generalists,,CCA.02.001,General Communications & Corporate Affairs,Cross Industry,Communications & Corporate Affairs,Generalists,,,,8744
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Support,Specialist,S5,Communications & Corporate Affairs,Communications & Corporate Affairs Generalists,,CCA.02.001,General Communications & Corporate Affairs,Cross Industry,Communications & Corporate Affairs,Generalists,,,,8745
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Support,Advanced,S4,Communications & Corporate Affairs,Communications & Corporate Affairs Generalists,,CCA.02.001,General Communications & Corporate Affairs,Cross Industry,Communications & Corporate Affairs,Generalists,S40,CCA.02.001.S40,General Communications & Corporate Affairs - Specialist Para-Professional (S4),8746
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Support,Skilled,S3,Communications & Corporate Affairs,Communications & Corporate Affairs Generalists,,CCA.02.001,General Communications & Corporate Affairs,Cross Industry,Communications & Corporate Affairs,Generalists,S30,CCA.02.001.S30,General Communications & Corporate Affairs - Senior Para-Professional (S3),8747
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Support,Proficient,S2,Communications & Corporate Affairs,Communications & Corporate Affairs Generalists,,CCA.02.001,General Communications & Corporate Affairs,Cross Industry,Communications & Corporate Affairs,Generalists,S20,CCA.02.001.S20,General Communications & Corporate Affairs - Experienced Para-Professional (S2),8748
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Support,Associate,S1,Communications & Corporate Affairs,Communications & Corporate Affairs Generalists,,CCA.02.001,General Communications & Corporate Affairs,Cross Industry,Communications & Corporate Affairs,Generalists,S10,CCA.02.001.S10,General Communications & Corporate Affairs - Entry Para-Professional (S1),8749
2021 Comptryx,Sales & Marketing,Sales Support,Grants Administration,SUN,Unknown,Unknown,XX,,,,,,,,,,,,8750
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Management,Unknown,MX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,,,,8751
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Management,Director,M5,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,M50,SMP.11.004.M50,Order Processing - Senior Manager II (M5),8752
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Management,Senior Manager,M4,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,M40,SMP.11.004.M40,Order Processing - Senior Manager (M4),8753
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Management,Manager,M3,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,M30,SMP.11.004.M30,Order Processing - Manager (M3),8754
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Management,Senior Supervisor,M2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,M20,SMP.11.004.M20,Order Processing - Team Leader (Professionals) (M2),8755
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Management,Supervisor,M1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,M10,SMP.11.004.M10,Order Processing - Team Leader (Para-Professionals) (M1),8756
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Unknown,PX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,,,,8757
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Fellow,P8,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,,,,8758
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Strategist,P7,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,,,,8759
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Advisory,P6,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,P50,SMP.11.004.P50,Order Processing - Expert Professional (P5),8760
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Expert,P5,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,P50,SMP.11.004.P50,Order Processing - Expert Professional (P5),8761
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Mastery,P4,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,P40,SMP.11.004.P40,Order Processing - Specialist Professional (P4),8762
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Proficiency,P3,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,P30,SMP.11.004.P30,Order Processing - Senior Professional (P3),8763
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Developing,P2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,P20,SMP.11.004.P20,Order Processing - Experienced Professional (P2),8764
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Professional,Entry,P1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,P10,SMP.11.004.P10,Order Processing - Entry Professional (P1),8765
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Support,Unknown,SX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,,,,8766
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Support,Specialist,S5,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,,,,8767
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Support,Advanced,S4,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,S40,SMP.11.004.S40,Order Processing - Specialist Para-Professional (S4),8768
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Support,Skilled,S3,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,S30,SMP.11.004.S30,Order Processing - Senior Para-Professional (S3),8769
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Support,Proficient,S2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,S20,SMP.11.004.S20,Order Processing - Experienced Para-Professional (S2),8770
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Support,Associate,S1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,S10,SMP.11.004.S10,Order Processing - Entry Para-Professional (S1),8771
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Unknown,Unknown,XX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,,,,8772
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Executive,Unknown,EX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,Sub-Function Head,SMP.11.004.Sub-Function Head,Order Processing - Sub-Function Head,8773
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1","Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,Sub-Function Head,SMP.11.004.Sub-Function Head,Order Processing - Sub-Function Head,8774
2021 Comptryx,Sales & Marketing,Sales Support,Order Processing,SUO,Management,Senior Director,M6,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.004,Order Processing,Cross Industry,Sales,Sales Administration & Support,Sub-Function Head,SMP.11.004.Sub-Function Head,Order Processing - Sub-Function Head,8775
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Executive,Unknown,EX,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",Sub-Function Head,ENS.03.270.Sub-Function Head,Engineering Sales - Sub-Function Head,8776
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1",Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",Sub-Function Head,ENS.03.270.Sub-Function Head,Engineering Sales - Sub-Function Head,8777
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Management,Senior Director,M6,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",Sub-Function Head,ENS.03.270.Sub-Function Head,Engineering Sales - Sub-Function Head,8778
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Management,Unknown,MX,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",,,,8779
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Management,Director,M5,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",M50,ENS.03.270.M50,Engineering Sales - Senior Manager II (M5),8780
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Management,Senior Manager,M4,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",M40,ENS.03.270.M40,Engineering Sales - Senior Manager (M4),8781
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Management,Manager,M3,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",M30,ENS.03.270.M30,Engineering Sales - Manager (M3),8782
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Management,Senior Supervisor,M2,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",M20,ENS.03.270.M20,Engineering Sales - Team Leader (Professionals) (M2),8783
