SURVEY_TITLE,MAJOR_FUNCTION,FUNCTION,SUB_FUNCTION,CODE,CAREER_STREAM,CAREER_LEVEL_TITLE,LEVEL_CODE,FAMILY_TITLE,SUB-FAMILY_TITLE,UNIVERSAL_NAVIGATION_GROUP_TITLE,SPECIALIZATION_CODE,SPECIALIZATION_TITLE,INDUSTRY,FUNCTION,DEPARTMENT,CAREER_STREAM_LEVEL,LIBRARY_JOB_CODE,LIBRARY_JOB_TITLE,DUMMY_ID
2021 Comptryx,General & Administrative,Information Technology,IT Project/Program Manager,AIO,Support,Associate,S1,Project/Program Management,Technical Project/Program Management,General Technical Project/Program Management,PPM.02.002,Technical Project Management,Cross Industry,Business Planning & Risk Management,Program/Project Management,S10,PPM.02.002.S10,Technical Project Management - Entry Para-Professional (S1),1921
2021 Comptryx,General & Administrative,Information Technology,IT Project/Program Manager,AIO,Unknown,Unknown,XX,Project/Program Management,Technical Project/Program Management,General Technical Project/Program Management,PPM.02.002,Technical Project Management,Cross Industry,Business Planning & Risk Management,Program/Project Management,,,,1922
2021 Comptryx,General & Administrative,Information Technology,IT Project/Program Manager,AIO,Executive,Unknown,EX,Project/Program Management,Technical Project/Program Management,General Technical Project/Program Management,PPM.02.002,Technical Project Management,Cross Industry,Business Planning & Risk Management,Program/Project Management,Sub-Function Head,PPM.02.002.Sub-Function Head,Technical Project Management - Sub-Function Head,1923
2021 Comptryx,General & Administrative,Information Technology,IT Project/Program Manager,AIO,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1",Project/Program Management,Technical Project/Program Management,General Technical Project/Program Management,PPM.02.002,Technical Project Management,Cross Industry,Business Planning & Risk Management,Program/Project Management,Sub-Function Head,PPM.02.002.Sub-Function Head,Technical Project Management - Sub-Function Head,1924
2021 Comptryx,General & Administrative,Information Technology,IT Project/Program Manager,AIO,Management,Senior Director,M6,Project/Program Management,Technical Project/Program Management,General Technical Project/Program Management,PPM.02.002,Technical Project Management,Cross Industry,Business Planning & Risk Management,Program/Project Management,Sub-Function Head,PPM.02.002.Sub-Function Head,Technical Project Management - Sub-Function Head,1925
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Management,Unknown,MX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,,,,1926
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Management,Director,M5,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,M50,ITC.04.004.M50,IT Telecommunications Network Analysis & Planning - Senior Manager II (M5),1927
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Management,Senior Manager,M4,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,M40,ITC.04.004.M40,IT Telecommunications Network Analysis & Planning - Senior Manager (M4),1928
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Management,Manager,M3,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,M30,ITC.04.004.M30,IT Telecommunications Network Analysis & Planning - Manager (M3),1929
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Management,Senior Supervisor,M2,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,M20,ITC.04.004.M20,IT Telecommunications Network Analysis & Planning - Team Leader (Professionals) (M2),1930
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Management,Supervisor,M1,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,,,,1931
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Unknown,PX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,,,,1932
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Fellow,P8,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P60,ITC.04.004.P60,IT Telecommunications Network Analysis & Planning - Pre-eminent Professional (P6),1933
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Strategist,P7,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P60,ITC.04.004.P60,IT Telecommunications Network Analysis & Planning - Pre-eminent Professional (P6),1934
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Advisory,P6,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P50,ITC.04.004.P50,IT Telecommunications Network Analysis & Planning - Expert Professional (P5),1935
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Expert,P5,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P50,ITC.04.004.P50,IT Telecommunications Network Analysis & Planning - Expert Professional (P5),1936
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Mastery,P4,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P40,ITC.04.004.P40,IT Telecommunications Network Analysis & Planning - Specialist Professional (P4),1937
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Proficiency,P3,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P30,ITC.04.004.P30,IT Telecommunications Network Analysis & Planning - Senior Professional (P3),1938
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Developing,P2,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P20,ITC.04.004.P20,IT Telecommunications Network Analysis & Planning - Experienced Professional (P2),1939
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Professional,Entry,P1,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,P10,ITC.04.004.P10,IT Telecommunications Network Analysis & Planning - Entry Professional (P1),1940
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Support,Unknown,SX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,,,,1941
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Support,Specialist,S5,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,,,,1942
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Support,Advanced,S4,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S40,ITC.04.999.S40,Other IT Business Systems Analysts - Specialist Para-Professional (S4),1943
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Support,Skilled,S3,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S30,ITC.04.999.S30,Other IT Business Systems Analysts - Senior Para-Professional (S3),1944
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Support,Proficient,S2,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S20,ITC.04.999.S20,Other IT Business Systems Analysts - Experienced Para-Professional (S2),1945
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Support,Associate,S1,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S10,ITC.04.999.S10,Other IT Business Systems Analysts - Entry Para-Professional (S1),1946
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Unknown,Unknown,XX,,,,,,,,,,,,1947
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Executive,Unknown,EX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,Sub-Function Head,ITC.04.004.Sub-Function Head,IT Telecommunications Network Analysis & Planning - Sub-Function Head,1948
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1","IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,Sub-Function Head,ITC.04.004.Sub-Function Head,IT Telecommunications Network Analysis & Planning - Sub-Function Head,1949
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Management,Senior Director,M6,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.004,IT Telecommunications Network Analysis & Planning,Cross Industry,Information Technology,Analysis & Design,Sub-Function Head,ITC.04.004.Sub-Function Head,IT Telecommunications Network Analysis & Planning - Sub-Function Head,1950
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Executive,Unknown,EX,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,,,,1951
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1",Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,,,,1952
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Management,Unknown,MX,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,,,,1953
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Management,Senior Director,M6,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,,,,1954
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Management,Director,M5,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,M50,ENS.03.323.M50,Network Planning & Design Engineering (Telecommunications) - Senior Manager II (M5),1955
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Management,Senior Manager,M4,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,M40,ENS.03.323.M40,Network Planning & Design Engineering (Telecommunications) - Senior Manager (M4),1956
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Management,Manager,M3,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,M30,ENS.03.323.M30,Network Planning & Design Engineering (Telecommunications) - Manager (M3),1957
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Management,Senior Supervisor,M2,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,M20,ENS.03.323.M20,Network Planning & Design Engineering (Telecommunications) - Team Leader (Professionals) (M2),1958
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Management,Supervisor,M1,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,M10,ENS.03.323.M10,Network Planning & Design Engineering (Telecommunications) - Team Leader (Para-Professionals) (M1),1959
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Unknown,PX,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,,,,1960
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Fellow,P8,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P60,ENS.03.323.P60,Network Planning & Design Engineering (Telecommunications) - Pre-eminent Professional (P6),1961
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Strategist,P7,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P60,ENS.03.323.P60,Network Planning & Design Engineering (Telecommunications) - Pre-eminent Professional (P6),1962
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Advisory,P6,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P50,ENS.03.323.P50,Network Planning & Design Engineering (Telecommunications) - Expert Professional (P5),1963
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Expert,P5,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P50,ENS.03.323.P50,Network Planning & Design Engineering (Telecommunications) - Expert Professional (P5),1964
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Mastery,P4,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P40,ENS.03.323.P40,Network Planning & Design Engineering (Telecommunications) - Specialist Professional (P4),1965
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Proficiency,P3,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P30,ENS.03.323.P30,Network Planning & Design Engineering (Telecommunications) - Senior Professional (P3),1966
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Developing,P2,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P20,ENS.03.323.P20,Network Planning & Design Engineering (Telecommunications) - Experienced Professional (P2),1967
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Professional,Entry,P1,Engineering & Science,Engineering,Telecommunications Engineering,ENS.03.323,Network Planning & Design Engineering (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),Network Planning & Design,P10,ENS.03.323.P10,Network Planning & Design Engineering (Telecommunications) - Entry Professional (P1),1968
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Support,Unknown,SX,Engineering & Science,Engineering Technologists & Technicians,Telecommunications Engineering Technologists & Technicians,ENS.10.129,Network Operations & Maintenance Technologist/Technician (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),"Network Operations, Control & Maintenance",,,,1969
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Support,Specialist,S5,Engineering & Science,Engineering Technologists & Technicians,Telecommunications Engineering Technologists & Technicians,ENS.10.129,Network Operations & Maintenance Technologist/Technician (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),"Network Operations, Control & Maintenance",,,,1970
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Support,Advanced,S4,Engineering & Science,Engineering Technologists & Technicians,Telecommunications Engineering Technologists & Technicians,ENS.10.129,Network Operations & Maintenance Technologist/Technician (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),"Network Operations, Control & Maintenance",S40,ENS.10.129.S40,Network Operations & Maintenance Technologist/Technician (Telecommunications) - Specialist Para-Professional (S4),1971
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Support,Skilled,S3,Engineering & Science,Engineering Technologists & Technicians,Telecommunications Engineering Technologists & Technicians,ENS.10.129,Network Operations & Maintenance Technologist/Technician (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),"Network Operations, Control & Maintenance",S30,ENS.10.129.S30,Network Operations & Maintenance Technologist/Technician (Telecommunications) - Senior Para-Professional (S3),1972
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Support,Proficient,S2,Engineering & Science,Engineering Technologists & Technicians,Telecommunications Engineering Technologists & Technicians,ENS.10.129,Network Operations & Maintenance Technologist/Technician (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),"Network Operations, Control & Maintenance",S20,ENS.10.129.S20,Network Operations & Maintenance Technologist/Technician (Telecommunications) - Experienced Para-Professional (S2),1973
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Support,Associate,S1,Engineering & Science,Engineering Technologists & Technicians,Telecommunications Engineering Technologists & Technicians,ENS.10.129,Network Operations & Maintenance Technologist/Technician (Telecommunications),High Tech,Network Engineering & Operations (Telecommunications),"Network Operations, Control & Maintenance",S10,ENS.10.129.S10,Network Operations & Maintenance Technologist/Technician (Telecommunications) - Entry Para-Professional (S1),1974
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Unknown,Unknown,XX,,,,,,,,,,,,1975
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Management,Unknown,MX,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,,,,1976
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Management,Director,M5,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,M50,ITC.05.006.M50,IT Systems Software Analysis & Programming - Senior Manager II (M5),1977
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Management,Senior Manager,M4,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,M40,ITC.05.006.M40,IT Systems Software Analysis & Programming - Senior Manager (M4),1978
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Management,Manager,M3,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,M30,ITC.05.006.M30,IT Systems Software Analysis & Programming - Manager (M3),1979
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Management,Senior Supervisor,M2,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,M20,ITC.05.006.M20,IT Systems Software Analysis & Programming - Team Leader (Professionals) (M2),1980
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Management,Supervisor,M1,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,,,,1981
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Unknown,PX,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,,,,1982
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Fellow,P8,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,,,,1983
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Strategist,P7,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,,,,1984
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Advisory,P6,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,P50,ITC.05.006.P50,IT Systems Software Analysis & Programming - Expert Professional (P5),1985
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Expert,P5,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,P50,ITC.05.006.P50,IT Systems Software Analysis & Programming - Expert Professional (P5),1986
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Mastery,P4,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,P40,ITC.05.006.P40,IT Systems Software Analysis & Programming - Specialist Professional (P4),1987
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Proficiency,P3,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,P30,ITC.05.006.P30,IT Systems Software Analysis & Programming - Senior Professional (P3),1988
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Developing,P2,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,P20,ITC.05.006.P20,IT Systems Software Analysis & Programming - Experienced Professional (P2),1989
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Professional,Entry,P1,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,P10,ITC.05.006.P10,IT Systems Software Analysis & Programming - Entry Professional (P1),1990
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Support,Unknown,SX,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.999,Other IT Systems Configuration & Programming,Cross Industry,,,,,,1991
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Support,Specialist,S5,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.999,Other IT Systems Configuration & Programming,Cross Industry,,,,,,1992
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Support,Advanced,S4,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.999,Other IT Systems Configuration & Programming,Cross Industry,,,S40,ITC.05.999.S40,Other IT Systems Configuration & Programming - Specialist Para-Professional (S4),1993
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Support,Skilled,S3,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.999,Other IT Systems Configuration & Programming,Cross Industry,,,S30,ITC.05.999.S30,Other IT Systems Configuration & Programming - Senior Para-Professional (S3),1994
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Support,Proficient,S2,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.999,Other IT Systems Configuration & Programming,Cross Industry,,,S20,ITC.05.999.S20,Other IT Systems Configuration & Programming - Experienced Para-Professional (S2),1995
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Support,Associate,S1,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.999,Other IT Systems Configuration & Programming,Cross Industry,,,S10,ITC.05.999.S10,Other IT Systems Configuration & Programming - Entry Para-Professional (S1),1996
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Unknown,Unknown,XX,,,,,,,,,,,,1997
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Executive,Unknown,EX,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,Sub-Function Head,ITC.05.006.Sub-Function Head,IT Systems Software Analysis & Programming - Sub-Function Head,1998
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1","IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,Sub-Function Head,ITC.05.006.Sub-Function Head,IT Systems Software Analysis & Programming - Sub-Function Head,1999
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Management,Senior Director,M6,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.006,IT Systems Software Analysis & Programming,Cross Industry,Information Technology,Configuration & Programming,Sub-Function Head,ITC.05.006.Sub-Function Head,IT Systems Software Analysis & Programming - Sub-Function Head,2000
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Management,Unknown,MX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,,,,2001
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Management,Director,M5,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,M50,ITC.04.006.M50,IT Business Systems Analysis - Senior Manager II (M5),2002
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Management,Senior Manager,M4,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,M40,ITC.04.006.M40,IT Business Systems Analysis - Senior Manager (M4),2003
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Management,Manager,M3,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,M30,ITC.04.006.M30,IT Business Systems Analysis - Manager (M3),2004
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Management,Senior Supervisor,M2,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,M20,ITC.04.006.M20,IT Business Systems Analysis - Team Leader (Professionals) (M2),2005
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Management,Supervisor,M1,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,,,,2006
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Unknown,PX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,,,,2007
